brood;individual;body mass;site
2020290;14973AD;99.2016972141113;S 34
2020291;18639AD;127.141951107755;S 25
2020291;17187AD;117.916407088586;S 33
2020291;15078AD;102.833230789335;S 34
2020291;11279AD;101.311284703441;S 40
2020291;18945AD;129.415443263359;S 31
2020292;16862AD;105.294593263804;S 26
2020292;11443AD;86.3492868905294;S 16
2020292;14923AD;97.4240499663055;S 24
2020292;10960AD;107.325194107488;S 24
2020292;10257AD;94.4122324242376;S 46
2020292;18890AD;87.1728249163737;S 11
2020292;11665AD;99.1369143672928;S 20
2020292;14713AD;96.9899931206709;S 22
2020293;11365AD;107.845476172106;S 15
2020293;16738AD;111.506605648064;S 35
2020293;19550AD;106.696369721705;S 48
2020293;12048AD;129.030871462249;S 25
2020293;13332AD;111.175590941035;S 46
2020293;10890AD;113.794538887886;S 46
2020293;15883AD;127.778570057157;S 34
2020294;17445AD;98.0647102035439;S 49
2020294;12385AD;103.108446647043;S 22
2020294;17661AD;104.566338776275;S 26
2020294;10802AD;121.180437828339;S 34
2020294;14853AD;112.924000780471;S 36
2020294;14970AD;95.6576417757989;S 35
2020294;18829AD;100.944957746509;S 27
2020294;14070AD;102.402746850037;S 40
2020295;13746AD;114.588167126374;S 12
2020295;13917AD;104.702237935;S 12
2020295;10543AD;94.1524341175072;S 32
2020295;11873AD;104.624428281995;S 17
2020295;10625AD;113.684608182771;S 49
2020295;14805AD;98.0847786821093;S 19
2020295;10233AD;126.4627097745;S 35
2020295;12711AD;93.1118003558564;S 47
2020296;10266AD;91.9909034089625;S 19
2020296;11446AD;78.5704973575852;S 16
2020296;19612AD;95.952024961856;S 21
2020296;14250AD;84.6764594814074;S 13
2020296;12025AD;96.5820237315114;S 17
2020296;12082AD;81.4520762729684;S 45
2020296;11035AD;89.2898037853951;S 42
2020297;17920AD;105.492342833111;S 15
2020297;13152AD;100.384780470883;S 42
2020297;17359AD;105.146273671222;S 27
2020297;13498AD;89.4858138366083;S 23
2020297;12041AD;93.6550874716883;S 31
2020297;17998AD;88.0966223893946;S 34
2020297;12842AD;94.002312294315;S 38
2020297;11491AD;100.425299341145;S 28
2020297;13769AD;114.940152308427;S 10
2020298;19708AD;79.7770706771922;S 12
2020298;13530AD;88.0944006232494;S 40
2020298;11048AD;84.7929827724739;S 40
2020298;15925AD;84.7105864280554;S 38
2020298;19316AD;95.6693615584366;S 10
2020298;16143AD;85.6313705563597;S 32
2020298;15606AD;86.3471889993029;S 40
2020299;12664AD;117.384119170012;S 48
2020299;19752AD;115.358993098363;S 36
2020299;17328AD;112.775376425314;S 24
2020299;13138AD;110.132353210393;S 29
2020299;16709AD;123.390833708666;S 45
2020300;14004AD;100.21597247172;S 29
2020300;11721AD;122.86917616184;S 38
2020300;17530AD;104.219602803;S 26
2020300;19507AD;114.58711175381;S 20
2020300;19436AD;104.155669524169;S 27
2020301;17532AD;114.994813777221;S 21
2020301;14794AD;106.777936019556;S 18
2020301;16253AD;101.61312828075;S 24
2020301;17322AD;112.630550598682;S 39
2020301;15732AD;121.783260134081;S 29
2020301;18366AD;114.807734248089;S 36
2020301;11131AD;113.510318841533;S 36
2020302;10264AD;67.5399372100543;S 43
2020302;11782AD;84.1811847648907;S 42
2020302;17900AD;68.3524626949659;S 30
2020302;14892AD;91.7928160801041;S 11
2020302;13046AD;57.7130976139478;S 34
2020302;14702AD;61.7607905890276;S 33
2020302;16339AD;83.8719145903266;S 44
2020302;19008AD;62.3670452974302;S 29
2020303;15066AD;112.410361284757;S 16
2020303;14218AD;109.421836028409;S 13
2020303;12471AD;107.042290406978;S 19
2020303;19582AD;99.0045665513572;S 32
2020303;18060AD;120.657783841992;S 25
2020303;14600AD;105.35651876297;S 13
2020303;15666AD;104.786956560699;S 15
2020304;13143AD;101.304253884869;S 15
2020304;15477AD;88.0180533114911;S 33
2020304;18858AD;113.618594084698;S 25
2020304;16926AD;101.069106118429;S 32
2020304;18107AD;97.2937898433592;S 28
2020304;18596AD;97.1524961799664;S 25
2020305;19009AD;84.8395121257776;S 44
2020305;12447AD;90.9883106420751;S 26
2020305;17414AD;80.1338503704915;S 26
2020305;10797AD;67.4345934919486;S 27
2020305;14979AD;83.0741081694155;S 25
2020305;16033AD;100.468028417706;S 36
2020305;14348AD;99.5994977472649;S 13
2020306;12045AD;162.157203839236;S 11
2020306;17209AD;140.715608207361;S 18
2020306;12465AD;151.5682037372;S 45
2020306;16765AD;136.253482110627;S 27
2020306;18545AD;138.754143896276;S 49
2020306;12343AD;127.754415057446;S 23
2020306;12719AD;129.072848003098;S 32
2020306;12784AD;142.494554842166;S 34
2020307;11689AD;79.4539981611797;S 37
2020307;17168AD;92.8012647853741;S 21
2020307;10211AD;101.027489989901;S 32
2020307;13940AD;100.902314150635;S 30
2020307;10125AD;87.5825520495898;S 24
2020307;12379AD;94.63933997669;S 38
2020308;14197AD;113.781577720802;S 32
2020308;18097AD;112.50853543854;S 22
2020308;19542AD;123.034909836437;S 37
2020308;10698AD;112.134413576347;S 15
2020308;14776AD;104.319516508822;S 18
2020308;13683AD;106.415237995377;S 43
2020308;15323AD;103.159868171531;S 38
2020309;15050AD;100.143037107034;S 26
2020309;15686AD;119.273910203745;S 38
2020309;14663AD;104.172863729414;S 18
2020309;17833AD;107.521406595459;S 39
2020309;13160AD;103.52029434819;S 11
2020309;10465AD;101.312641290241;S 45
2020309;19147AD;107.628496109161;S 39
2020309;13448AD;109.744638391845;S 22
2020310;10744AD;112.246909230718;S 34
2020310;10514AD;117.218374605919;S 37
2020310;14885AD;110.504454958058;S 23
2020310;13472AD;101.162792554842;S 14
2020310;12246AD;107.312736495566;S 31
2020310;15989AD;101.200968671672;S 38
2020311;19497AD;91.667466733677;S 14
2020311;17794AD;107.886202441698;S 49
2020311;16735AD;96.4273527570942;S 16
2020311;16762AD;108.865103375276;S 46
2020311;14413AD;90.3626861878522;S 17
2020311;17151AD;108.506586725673;S 31
2020311;14904AD;97.5549983802471;S 46
2020312;11429AD;95.4696841267301;S 41
2020312;17050AD;87.1474267826676;S 42
2020312;13431AD;90.3821680880202;S 32
2020312;15540AD;86.5770290075629;S 43
2020312;17906AD;97.621833245761;S 33
2020313;12810AD;94.9872149812413;S 36
2020313;12266AD;103.659583811398;S 27
2020313;13555AD;111.360887638211;S 14
2020313;17631AD;87.2629427054604;S 13
2020314;11401AD;156.765692660235;S 15
2020314;11322AD;139.363241211264;S 44
2020314;16911AD;133.688586674452;S 41
2020314;14068AD;139.286073039088;S 46
2020314;12818AD;157.028549609792;S 34
2020314;18922AD;134.74045529578;S 48
2020314;19457AD;134.642367165397;S 46
2020314;16424AD;144.461848120189;S 43
2020315;15307AD;64.2175229988636;S 13
2020315;12032AD;70.4544460454409;S 20
2020315;14127AD;79.9541999239317;S 19
2020315;18930AD;58.4565585027232;S 19
2020316;13785AD;101.420463622694;S 43
2020316;16406AD;103.754764490383;S 30
2020316;11341AD;98.8756121517602;S 45
2020316;12924AD;98.6737670717241;S 35
2020316;11737AD;85.9499843225333;S 44
2020316;18811AD;100.037495587182;S 40
2020316;16324AD;97.8455799369495;S 11
2020316;14459AD;79.1555181114;S 37
2020316;13287AD;114.966032259895;S 25
2020317;17401AD;77.275573485251;S 22
2020317;17571AD;76.9250913648237;S 46
2020317;16331AD;70.4242979979197;S 43
2020318;16149AD;130.667388227704;S 37
2020318;10541AD;146.547698720353;S 31
2020318;17540AD;139.999766877411;S 15
2020318;17435AD;133.554171495843;S 40
2020319;15156AD;62.0626389763491;S 11
2020319;11450AD;71.4857450097329;S 16
2020319;13475AD;77.920840116002;S 30
2020319;15483AD;83.6160681117846;S 23
2020319;10421AD;74.1267194913356;S 24
2020319;13783AD;81.1391936807169;S 45
2020320;18952AD;60.8400057091267;S 17
2020320;12354AD;55.1096677281095;S 19
2020320;13712AD;81.9149765654893;S 35
2020320;15618AD;66.8534185582257;S 41
2020320;14660AD;82.6663340399897;S 32
2020320;11091AD;64.5611457789089;S 29
2020321;14604AD;100.757426652136;S 38
2020321;14869AD;85.9919735659012;S 40
2020321;10594AD;113.991138525614;S 34
2020322;18293AD;101.548627671099;S 16
2020322;17426AD;91.8531508884144;S 18
2020322;15480AD;100.135721297444;S 46
2020322;11789AD;80.9365865393276;S 31
2020322;17839AD;100.127322110304;S 39
2020322;15148AD;97.5858505532469;S 10
2020322;13423AD;88.1201355206086;S 48
2020322;11683AD;86.9402990159585;S 36
2020323;15293AD;107.331261075116;S 39
2020323;11856AD;117.851557149029;S 37
2020323;13334AD;129.635649939091;S 30
2020323;10335AD;119.489196563106;S 47
2020323;12233AD;117.836086039283;S 24
2020323;11905AD;106.785570956363;S 49
2020323;10833AD;93.7273678114539;S 11
2020323;15456AD;102.134592291803;S 30
2020324;12690AD;114.22768302656;S 25
2020324;17482AD;87.044096198237;S 44
2020324;17960AD;94.9696987818508;S 29
2020324;19127AD;101.314778880893;S 10
2020324;19329AD;98.0233143523116;S 20
2020324;17423AD;112.826613856412;S 19
2020324;18075AD;101.24627843694;S 42
2020325;11036AD;106.050406424028;S 40
2020325;12671AD;125.125473627014;S 18
2020325;18192AD;128.506522165108;S 29
2020325;18446AD;97.7782412708251;S 29
2020325;16660AD;121.669786033898;S 27
2020325;15190AD;111.42657838001;S 42
2020325;19663AD;121.233838867195;S 14
2020325;11121AD;106.214031019373;S 11
2020326;17759AD;87.0866380937399;S 18
2020326;19905AD;85.3614308522607;S 16
2020326;15793AD;77.6326810600395;S 19
2020326;10072AD;84.8735946120911;S 46
2020326;18804AD;77.4860410993693;S 13
2020326;18738AD;50.0871277843618;S 37
2020327;12392AD;120.628270636231;S 15
2020327;11354AD;116.705594788229;S 13
2020327;13655AD;148.605488598907;S 22
2020327;13744AD;128.983859028201;S 47
2020327;17233AD;119.452550244093;S 24
2020327;12493AD;145.9384132522;S 22
2020328;18300AD;119.669125546779;S 42
2020328;12063AD;116.017531846725;S 33
2020328;19830AD;100.681840387549;S 34
2020328;16504AD;116.542245259829;S 23
2020328;13282AD;108.554268844012;S 35
2020328;19155AD;114.041239575034;S 19
2020329;19253AD;80.9783652055593;S 25
2020329;15934AD;91.5773611556952;S 25
2020329;17241AD;96.8292320077522;S 31
2020329;18893AD;79.6509446421594;S 27
2020329;18848AD;68.7979837609274;S 25
2020329;13788AD;78.9837989032173;S 43
2020330;15498AD;104.385639297673;S 17
2020330;16597AD;100.920404218406;S 43
2020330;13489AD;111.227295637624;S 39
2020330;13922AD;117.941936034276;S 21
2020330;18982AD;92.1984852786921;S 13
2020330;12263AD;106.330594495377;S 36
2020330;16956AD;109.326916516082;S 40
2020330;18551AD;109.741154412071;S 10
2020330;11398AD;111.240562208087;S 15
2020330;13611AD;111.793559271487;S 20
2020331;18689AD;102.810419629351;S 45
2020331;17768AD;126.965134752267;S 36
2020331;13587AD;113.260668930443;S 30
2020331;15760AD;114.726063185811;S 25
2020331;12700AD;111.666234455168;S 19
2020331;13271AD;106.410424450242;S 23
2020331;19346AD;116.239844459205;S 30
2020331;11519AD;98.0406850874283;S 22
2020332;17573AD;101.644578270098;S 23
2020332;11651AD;109.227324261033;S 42
2020332;10913AD;99.9121675385527;S 30
2020332;10176AD;98.8621595065426;S 47
2020332;16432AD;91.9942976826968;S 49
2020333;10676AD;97.967439271907;S 32
2020333;11262AD;94.8523584109051;S 13
2020333;16333AD;101.357553496145;S 38
2020333;16246AD;99.2752213216373;S 28
2020333;14719AD;120.098331248069;S 10
2020333;10939AD;112.103251068761;S 41
2020333;10019AD;138.35821432449;S 24
2020333;11825AD;116.07784382783;S 32
2020334;17723AD;77.0116474574572;S 49
2020334;10683AD;63.4617584253656;S 46
2020334;13825AD;95.4484311906407;S 34
2020334;12900AD;76.0286459010418;S 32
2020334;16844AD;90.9116064473766;S 11
2020334;14760AD;104.295155245909;S 19
2020334;11575AD;90.0807887947239;S 18
2020335;19447AD;61.6823658921084;S 14
2020335;17664AD;83.8884877535243;S 32
2020335;12889AD;67.5827871618141;S 22
2020335;11103AD;77.2531319799514;S 33
2020335;17446AD;57.2745552538271;S 14
2020335;10765AD;63.2449637444364;S 48
2020335;18766AD;73.2311130638428;S 38
2020335;12800AD;42.2328470961399;S 19
2020335;14659AD;66.3492069492666;S 30
2020335;13182AD;75.4739226484561;S 29
2020336;14478AD;108.37092701986;S 14
2020336;16365AD;85.0270287954049;S 14
2020336;16127AD;76.0054207346864;S 35
2020336;11718AD;90.2169863308315;S 16
2020336;13953AD;96.7031494115638;S 15
2020336;14554AD;80.0282121999009;S 28
2020337;15953AD;82.7140582243366;S 35
2020337;15976AD;69.76042563173;S 43
2020337;10495AD;79.3621560464258;S 10
2020337;13571AD;64.0677913365817;S 11
2020337;14433AD;51.053774813863;S 14
2020337;10632AD;66.8579428200335;S 26
2020337;15787AD;74.3702697104974;S 18
2020337;10869AD;64.0112508458367;S 36
2020338;13666AD;73.6796393170271;S 49
2020338;19989AD;79.5955519044638;S 14
2020338;10378AD;82.1209282878283;S 27
2020338;14563AD;88.7223666656684;S 14
2020338;14724AD;75.5188230355904;S 39
2020338;19318AD;59.9212819526649;S 35
2020338;19499AD;71.9235052962393;S 24
2020338;17084AD;68.3612329049568;S 16
2020339;12677AD;96.9609881360184;S 38
2020339;12778AD;95.2798099518322;S 20
2020339;15332AD;116.834768365121;S 24
2020339;12293AD;103.241564209249;S 41
2020339;16552AD;110.149550392597;S 16
2020339;10484AD;130.313571314171;S 19
2020339;12549AD;101.160862986269;S 43
2020339;17542AD;105.51372310356;S 11
2020340;18610AD;110.323834815498;S 24
2020340;16046AD;118.181723849173;S 19
2020340;18513AD;122.814227855039;S 47
2020340;17927AD;122.878600372228;S 26
2020340;18990AD;116.434406643974;S 18
2020340;15232AD;126.480884806168;S 31
2020340;14759AD;102.693396531605;S 23
2020340;10455AD;120.750276976515;S 20
2020341;18666AD;129.08668010358;S 35
2020341;11299AD;109.716962012201;S 22
2020341;16924AD;113.417574312437;S 25
2020341;18863AD;114.234402294738;S 29
2020341;19464AD;115.846632803566;S 38
2020341;19535AD;102.507623803485;S 25
2020341;14689AD;104.920247077117;S 18
2020342;12854AD;97.2031985968456;S 17
2020342;19415AD;102.187603921777;S 49
2020342;10868AD;93.4629754562134;S 15
2020342;14287AD;106.041849202177;S 39
2020342;16003AD;103.077311515511;S 33
2020342;13758AD;88.2285195637488;S 34
2020342;10161AD;84.4720325610229;S 39
2020342;11642AD;103.72293878705;S 20
2020342;16017AD;99.4396766651579;S 18
2020343;18059AD;135.275844917608;S 48
2020343;12797AD;136.345690561299;S 49
2020343;19279AD;116.495271471343;S 46
2020343;11148AD;133.021271574274;S 40
2020343;11150AD;131.489263597932;S 14
2020343;15685AD;136.08933543871;S 30
2020344;19672AD;88.4013959359296;S 37
2020344;16619AD;96.9518675402028;S 35
2020344;19623AD;92.8407488828156;S 29
2020344;11694AD;108.888522180782;S 25
2020344;19863AD;106.521445857199;S 49
2020344;13105AD;79.5826045213522;S 13
2020345;16939AD;99.8009282213045;S 32
2020345;10237AD;111.107950006393;S 36
2020345;14580AD;116.386618931411;S 14
2020345;17908AD;81.4336907013791;S 40
2020345;11814AD;110.924914636225;S 18
2020345;14261AD;94.9337409491877;S 30
2020345;15053AD;108.631705284312;S 27
2020345;14845AD;110.933971451306;S 45
2020345;10757AD;116.029205572281;S 31
2020346;14180AD;85.9267705169897;S 40
2020346;15356AD;94.6660495779595;S 13
2020346;17363AD;74.3264451010243;S 27
2020346;12221AD;88.9169191933991;S 30
2020346;15705AD;83.8025708810637;S 20
2020346;19873AD;88.2146015849651;S 46
2020347;11545AD;94.9390315157066;S 33
2020347;13042AD;105.813003989808;S 21
2020347;14285AD;113.160370088673;S 21
2020347;18142AD;113.181487730468;S 47
2020347;17043AD;110.129566860351;S 15
2020347;15719AD;100.187833790052;S 14
2020347;14529AD;90.6201575051983;S 32
2020347;18795AD;108.566883650425;S 13
2020348;16148AD;74.0399645716013;S 42
2020348;17712AD;90.5666654516571;S 21
2020348;11389AD;89.6966957800205;S 30
2020348;15924AD;82.1515820715379;S 27
2020348;17860AD;94.5200860480698;S 22
2020348;16298AD;83.6984314405108;S 11
2020349;17341AD;93.4251741982876;S 21
2020349;15770AD;93.9633786778102;S 42
2020349;17380AD;100.100238239104;S 45
2020349;19246AD;127.064305657233;S 19
2020349;17384AD;106.384834985002;S 22
2020349;19678AD;97.8876180830512;S 35
2020349;15007AD;111.493136838794;S 40
2020350;17005AD;74.7733338650248;S 20
2020350;12086AD;66.9315278336339;S 46
2020350;12739AD;46.2714049035544;S 39
2020350;13832AD;60.8898779996655;S 17
2020350;17315AD;87.5365121641761;S 43
2020350;18559AD;60.6282463009516;S 20
2020351;11377AD;133.933388347248;S 16
2020351;13798AD;111.967335302059;S 40
2020351;14134AD;95.702416330404;S 31
2020351;17683AD;95.9287742694395;S 32
2020351;10760AD;102.264417292069;S 49
2020351;16918AD;96.1638369358617;S 21
2020352;11904AD;128.575078964418;S 32
2020352;10973AD;113.757045460088;S 42
2020352;11269AD;102.600327328372;S 39
2020352;11723AD;113.609511647874;S 35
2020352;11064AD;105.17078068018;S 14
2020352;16438AD;112.210394749329;S 36
2020353;14390AD;114.341956327945;S 22
2020353;18569AD;99.8755440623456;S 49
2020353;19025AD;79.8273033684137;S 42
2020353;17073AD;112.047659103122;S 28
2020353;19385AD;96.6096996939125;S 39
2020353;16204AD;99.594574946649;S 36
2020353;17452AD;97.9285172759123;S 46
2020354;19183AD;102.337616365895;S 26
2020354;17525AD;98.5966932393242;S 31
2020354;16931AD;101.47370267293;S 35
2020354;13419AD;111.493355914438;S 46
2020354;18668AD;90.6360885794998;S 11
2020354;11850AD;100.340422900795;S 11
2020354;19097AD;111.12097251438;S 27
2020355;10741AD;77.9556375544237;S 19
2020355;11554AD;101.214445977472;S 13
2020355;11520AD;61.6762283008675;S 19
2020355;18644AD;92.5274177613589;S 29
2020355;11587AD;69.4105241197723;S 33
2020355;19483AD;82.3594882834088;S 44
2020356;10622AD;81.6641521015344;S 35
2020356;10978AD;87.896847485797;S 14
2020356;15578AD;81.1427801338352;S 13
2020356;15559AD;77.4793192624336;S 48
2020356;11012AD;85.0128382795689;S 19
2020356;12497AD;86.2435538669828;S 15
2020356;15355AD;72.6485900519979;S 39
2020356;14512AD;86.1392115406812;S 43
2020357;10976AD;100.406607723689;S 29
2020357;16935AD;109.995870523793;S 15
2020357;12651AD;105.647281479182;S 19
2020357;16210AD;119.068927525565;S 37
2020357;10253AD;97.5418319015132;S 34
2020357;11463AD;99.6317159915368;S 43
2020357;17213AD;98.5244852960764;S 42
2020357;12227AD;103.682797097201;S 12
2020357;12665AD;103.127339709116;S 23
2020358;10699AD;98.536146473483;S 28
2020358;14207AD;94.8754651667538;S 10
2020358;16787AD;69.7809841552618;S 10
2020358;12836AD;104.193974742204;S 17
2020358;11437AD;94.3066515830178;S 32
2020358;16302AD;104.332293568617;S 16
2020358;17508AD;113.721725766735;S 14
2020359;13119AD;92.1893124554296;S 27
2020359;16988AD;108.027223400456;S 18
2020359;16217AD;111.859741386359;S 41
2020359;16576AD;118.944969920193;S 33
2020359;13889AD;106.782619429488;S 27
2020360;15582AD;109.512327694347;S 13
2020360;15609AD;100.831384211459;S 48
2020360;11857AD;106.371905926351;S 44
2020360;13815AD;97.1563321075203;S 25
2020360;14656AD;106.676490144353;S 31
2020360;19792AD;93.5161776472218;S 31
2020360;12530AD;104.685178510461;S 21
2020361;19655AD;73.7885501453966;S 18
2020361;15962AD;86.0326190097631;S 29
2020361;12069AD;84.0944040227733;S 42
2020361;16940AD;93.286272680367;S 39
2020361;15774AD;66.0271392134803;S 14
2020361;10554AD;85.7597575537492;S 13
2020361;10931AD;75.2425911449702;S 31
2020362;19613AD;130.070370217081;S 42
2020362;16484AD;103.98020914846;S 36
2020362;13906AD;115.654776071168;S 41
2020362;14174AD;115.680882720814;S 44
2020362;11922AD;122.63476129203;S 23
2020362;13784AD;115.324685737134;S 22
2020362;18509AD;132.09224529877;S 45
2020362;16486AD;109.692879841616;S 24
2020363;18846AD;110.84626986584;S 34
2020363;16219AD;97.1478620361261;S 45
2020363;18085AD;114.583219221515;S 44
2020363;10524AD;114.675407770848;S 42
2020363;16257AD;120.911234167956;S 13
2020363;18974AD;114.161614974237;S 30
2020363;15829AD;109.363360761167;S 22
2020364;15916AD;73.5645412150294;S 12
2020364;11914AD;91.1639508809754;S 45
2020364;11952AD;84.4964970340283;S 14
2020364;15550AD;80.6732297444797;S 45
2020364;11590AD;74.9224934119604;S 44
2020364;10063AD;70.0657495006324;S 42
2020364;12961AD;70.2225133156284;S 48
2020364;11186AD;89.3781934010144;S 24
2020364;14558AD;68.741895472228;S 17
2020365;10686AD;104.992613749867;S 16
2020365;16768AD;84.6140495308078;S 44
2020365;19002AD;87.3052357283027;S 41
2020365;15542AD;81.0330456118612;S 36
2020365;12267AD;99.6987449553629;S 48
2020365;10236AD;99.9528776683367;S 49
2020365;16026AD;117.370624260478;S 32
2020365;13112AD;99.1238862127112;S 18
2020366;10724AD;73.1177558658353;S 42
2020366;15845AD;70.9186941715761;S 46
2020366;16185AD;65.0143188825891;S 20
2020366;17609AD;51.0115486706692;S 49
2020366;10012AD;45.5011280268289;S 25
2020367;16515AD;72.1855953160266;S 49
2020367;19954AD;90.8913601139492;S 34
2020367;13527AD;83.0282840123838;S 34
2020367;16250AD;87.0803295004823;S 32
2020367;19733AD;85.593913042654;S 13
2020367;19577AD;82.8176434222703;S 33
2020368;19704AD;135.13655796848;S 11
2020368;14160AD;123.729227508012;S 16
2020368;19160AD;120.318181011787;S 16
2020368;12038AD;124.394189871763;S 32
2020368;16110AD;123.349826859679;S 39
2020368;17600AD;121.929650189904;S 39
2020368;15304AD;102.643789613571;S 27
2020369;13988AD;82.8273617503774;S 21
2020369;10636AD;80.9369910242429;S 38
2020369;13129AD;88.0761923562631;S 38
2020369;14692AD;75.0765486015571;S 17
2020369;19764AD;106.348038009814;S 41
2020369;17086AD;97.2351373395968;S 37
2020369;17105AD;107.009765706395;S 13
2020369;14252AD;79.7808943682217;S 24
2020369;14438AD;88.0620726436593;S 24
2020370;11524AD;110.691439012676;S 41
2020370;16532AD;106.540590498508;S 15
2020370;13250AD;114.790897133002;S 30
2020370;11784AD;106.992213305955;S 33
2020370;10079AD;93.1185980483622;S 34
2020370;14018AD;116.815286735193;S 28
2020371;17772AD;90.6055831275949;S 11
2020371;16446AD;78.2803849251077;S 33
2020371;10230AD;87.7928725817041;S 40
2020371;15132AD;102.729591026676;S 34
2020371;11234AD;81.614400700142;S 27
2020371;14717AD;96.508811831274;S 48
2020371;16355AD;103.508318613562;S 40
2020371;12725AD;91.8785817154046;S 10
2020371;14738AD;103.079992136311;S 43
2020371;11373AD;83.5840211469824;S 32
2020372;16967AD;79.228448910213;S 43
2020372;16995AD;62.0098276304438;S 39
2020372;19705AD;61.6061503259078;S 47
2020372;14467AD;70.1488147671202;S 47
2020372;18189AD;77.0654005956647;S 17
2020372;14953AD;74.5744078005947;S 40
2020373;10667AD;80.6937906085396;S 37
2020373;12130AD;95.2820114210575;S 38
2020373;14495AD;89.4028458596269;S 34
2020373;17135AD;96.5182752790957;S 15
2020373;11553AD;86.231471543984;S 48
2020374;12976AD;83.249012035875;S 12
2020374;12831AD;80.9570339704335;S 11
2020374;19100AD;76.9480631612892;S 24
2020374;16825AD;86.3910477394265;S 32
2020374;15918AD;87.0617365545617;S 40
2020375;16181AD;121.94688802429;S 30
2020375;12853AD;102.568046667727;S 38
2020375;10093AD;92.3819042624518;S 39
2020375;17904AD;101.611040836439;S 45
2020375;13617AD;104.373319228095;S 28
2020375;15824AD;108.670269308396;S 15
2020375;16546AD;118.848383238818;S 20
2020376;14740AD;99.1047564540928;S 12
2020376;13101AD;99.6803714289872;S 27
2020376;18451AD;93.642035510352;S 12
2020376;13562AD;83.3284911854878;S 33
2020376;17492AD;98.0217512757691;S 45
2020376;14443AD;103.410103421463;S 38
2020376;18526AD;95.9335980955799;S 16
2020377;13048AD;85.4858489784965;S 14
2020377;14472AD;77.4120568775927;S 18
2020377;17388AD;84.9737580392093;S 45
2020377;16042AD;80.3735631951298;S 42
2020377;17885AD;86.3320549060773;S 49
2020378;13470AD;105.134805984417;S 38
2020378;15418AD;112.925095255858;S 32
2020378;17448AD;101.229945751154;S 31
2020378;13089AD;82.973494257003;S 35
2020378;10516AD;101.149099840938;S 42
2020378;13843AD;104.218436698517;S 11
2020378;17605AD;109.686909981486;S 35
2020379;13726AD;124.037983079123;S 27
2020379;11947AD;98.8753280548878;S 48
2020379;17014AD;99.0160568744795;S 14
2020379;19964AD;107.455619362106;S 49
2020379;15641AD;108.362963705704;S 29
2020379;16380AD;89.7668104181746;S 32
2020379;10611AD;105.394316079593;S 18
2020380;16497AD;118.273065239446;S 17
2020380;18535AD;119.250968131131;S 11
2020380;19234AD;124.557838602611;S 41
2020380;16602AD;134.951781548014;S 41
2020380;12515AD;113.090642563855;S 16
2020380;18724AD;140.836008079044;S 16
2020380;10263AD;116.739905464875;S 26
2020381;16950AD;98.1884530772824;S 10
2020381;13591AD;116.480066070816;S 24
2020381;11261AD;128.761611795139;S 44
2020381;18419AD;115.44330766081;S 38
2020381;15712AD;111.095568909693;S 31
2020381;19827AD;132.013999335757;S 45
2020382;12028AD;85.2974331589801;S 48
2020382;16884AD;84.652570927501;S 48
2020382;15804AD;87.1824443625592;S 14
2020382;13344AD;83.4987110387931;S 36
2020382;10221AD;83.6987101900411;S 11
2020382;11456AD;84.7007192505963;S 45
2020382;10082AD;72.096701005232;S 25
2020383;17559AD;103.613956138987;S 40
2020383;17362AD;100.860006815237;S 38
2020383;18678AD;106.903586202621;S 25
2020383;10361AD;116.970836176779;S 18
2020383;16796AD;100.957355971046;S 45
2020383;13016AD;117.718084306862;S 13
2020383;17856AD;95.0551346185461;S 41
2020383;17183AD;93.3289572186363;S 42
2020383;19060AD;107.873575083434;S 47
2020383;15201AD;106.0694778723;S 35
2020384;14521AD;94.6753241486365;S 15
2020384;17817AD;106.648560056359;S 19
2020384;15937AD;77.6101432962674;S 39
2020384;19395AD;101.578854877239;S 39
2020384;12225AD;96.8429338356778;S 43
2020384;12759AD;81.917332286176;S 11
2020385;17033AD;116.991990206321;S 39
2020385;11205AD;117.996364168102;S 41
2020385;13224AD;105.204640752066;S 18
2020385;16123AD;110.203199917927;S 27
2020385;15253AD;108.911350369805;S 26
2020385;16173AD;113.609810039579;S 47
2020385;12744AD;108.575783363172;S 34
2020386;16390AD;121.834658536777;S 16
2020386;16698AD;106.680165592119;S 33
2020386;16069AD;107.826895562098;S 23
2020386;19541AD;120.626971820554;S 34
2020386;17972AD;122.972666458657;S 18
2020386;12305AD;95.9032575418112;S 12
2020386;15271AD;112.199276583318;S 45
2020386;12283AD;118.975310427752;S 17
2020386;19916AD;108.105673873756;S 14
2020387;18069AD;93.6849243990375;S 30
2020387;12084AD;92.3271785504386;S 40
2020387;19890AD;95.610377878002;S 25
2020387;13003AD;102.012096994638;S 44
2020388;15170AD;107.862340715111;S 23
2020388;10196AD;113.623594694942;S 29
2020388;13901AD;95.2034253358033;S 14
2020388;13206AD;113.343270910347;S 29
2020388;18429AD;130.751970241014;S 13
2020388;14141AD;92.525981116261;S 11
2020388;15245AD;119.889029877294;S 11
2020389;10638AD;88.6555543988639;S 41
2020389;18652AD;114.619470842115;S 23
2020389;14228AD;99.2719602881201;S 32
2020389;19406AD;95.5390273444544;S 31
2020389;10494AD;85.0269439190091;S 29
2020389;11585AD;83.8908965626215;S 45
2020389;14118AD;94.7961615662493;S 13
2020389;15555AD;94.3924996469992;S 37
2020390;17612AD;77.6133950969625;S 34
2020390;18929AD;71.5672510110867;S 38
2020390;12983AD;85.1962779132363;S 26
2020390;10630AD;104.364445603309;S 43
